seed,city,phase,policy_mode,n_episodes,throughput_mean,throughput_std,accept_rate_mean,accept_rate_std,latency_mean_mean,latency_mean_std,utilisation_mean,utilisation_std,actor_loss_mean,critic_loss_mean,entropy_mean
42,Tokyo_Small,eval,InsertionGreedy,15,0.0101,0.0012,0.0308,0.0015,1715.6519,132.7932,0.7499,0.0018,0.0000,0.0000,0.0000
42,Tokyo_Small,train,MAPPO,50,0.2008,0.0263,0.3608,0.0324,1227.3638,148.8548,0.6785,0.0261,-0.0000,2.3348,0.5985
42,Tokyo_Medium,train,MAPPO,50,0.1572,0.0296,0.4792,0.0375,1562.6449,144.9036,0.6247,0.0416,-0.0000,16.0956,0.6058
42,Tokyo_Large,train,MAPPO,50,0.0821,0.0276,0.6307,0.0682,1742.1453,240.7328,0.5724,0.0461,-0.0000,59.0891,0.6064
42,Tokyo_Small,eval,MAPPO,6,0.2167,0.0359,0.3842,0.0452,1195.9686,93.5025,0.6714,0.0318,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,TamAlwaysAccept,6,0.2000,0.0287,0.3606,0.0342,1235.7843,115.0814,0.6693,0.0194,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Greedy,6,0.1285,0.0156,0.2909,0.0251,1623.7587,100.5350,0.7254,0.0072,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Random,6,0.1164,0.0155,0.2719,0.0293,1592.8187,85.1498,0.7223,0.0142,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,InsertionGreedy,6,0.1184,0.0193,0.2832,0.0321,1425.5737,152.7550,0.7073,0.0182,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPO,6,0.1909,0.0167,0.5221,0.0601,1613.4491,221.1396,0.6403,0.0346,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,TamAlwaysAccept,6,0.1700,0.0243,0.5174,0.0519,1468.1143,93.1427,0.6059,0.0231,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,Greedy,6,0.0748,0.0073,0.3638,0.0164,2018.8359,63.8714,0.6907,0.0090,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,Random,6,0.0679,0.0147,0.4104,0.0361,2038.2767,318.4484,0.6652,0.0323,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,InsertionGreedy,6,0.0868,0.0198,0.4061,0.0426,1720.6562,296.8697,0.6435,0.0225,0.0000,0.0000,0.0000
42,Tokyo_Large,eval,MAPPO,6,0.0925,0.0245,0.6406,0.0346,1820.5021,171.5707,0.5670,0.0701,0.0000,0.0000,0.0000
42,Tokyo_Large,eval,TamAlwaysAccept,6,0.0920,0.0132,0.6616,0.0556,1517.9386,130.6566,0.5804,0.0265,0.0000,0.0000,0.0000
42,Tokyo_Large,eval,Greedy,6,0.0311,0.0089,0.5903,0.0360,1954.1471,208.6994,0.6014,0.0303,0.0000,0.0000,0.0000
42,Tokyo_Large,eval,Random,6,0.0161,0.0051,0.5861,0.0401,2023.5000,487.0712,0.6379,0.0278,0.0000,0.0000,0.0000
42,Tokyo_Large,eval,InsertionGreedy,6,0.0609,0.0263,0.6149,0.0660,1523.3428,351.2612,0.5449,0.0207,0.0000,0.0000,0.0000
43,Tokyo_Small,train,MAPPO,50,0.2062,0.0308,0.3655,0.0380,1205.8367,169.6886,0.6771,0.0267,-0.0000,2.4321,0.5868
43,Tokyo_Medium,train,MAPPO,50,0.1623,0.0297,0.4891,0.0540,1582.1782,196.7007,0.6149,0.0401,-0.0000,14.0264,0.5982
43,Tokyo_Large,train,MAPPO,50,0.0900,0.0250,0.6419,0.0606,1697.6296,223.5122,0.5708,0.0520,-0.0000,52.3522,0.6094
43,Tokyo_Small,eval,MAPPO,6,0.2025,0.0258,0.3669,0.0374,1184.8080,103.6913,0.6741,0.0235,0.0000,0.0000,0.0000
43,Tokyo_Small,eval,TamAlwaysAccept,6,0.2119,0.0300,0.3675,0.0389,1240.7014,177.1438,0.6723,0.0362,0.0000,0.0000,0.0000
43,Tokyo_Small,eval,Greedy,6,0.1132,0.0203,0.2754,0.0331,1707.1113,176.5178,0.7159,0.0056,0.0000,0.0000,0.0000
43,Tokyo_Small,eval,Random,6,0.1142,0.0182,0.2743,0.0309,1557.0912,149.3221,0.7244,0.0092,0.0000,0.0000,0.0000
43,Tokyo_Small,eval,InsertionGreedy,6,0.1256,0.0164,0.2803,0.0246,1423.2631,124.5403,0.6959,0.0317,0.0000,0.0000,0.0000
43,Tokyo_Medium,eval,MAPPO,6,0.1414,0.0196,0.4529,0.0150,1687.5454,177.7357,0.6611,0.0268,0.0000,0.0000,0.0000
43,Tokyo_Medium,eval,TamAlwaysAccept,6,0.1463,0.0269,0.4832,0.0616,1582.5966,100.1160,0.6018,0.0282,0.0000,0.0000,0.0000
43,Tokyo_Medium,eval,Greedy,6,0.0794,0.0132,0.4030,0.0425,1894.8701,157.3664,0.6697,0.0145,0.0000,0.0000,0.0000
43,Tokyo_Medium,eval,Random,6,0.0747,0.0132,0.3912,0.0307,2137.7590,115.9162,0.6881,0.0204,0.0000,0.0000,0.0000
43,Tokyo_Medium,eval,InsertionGreedy,6,0.0873,0.0160,0.4017,0.0473,1802.0814,168.5086,0.6587,0.0391,0.0000,0.0000,0.0000
43,Tokyo_Large,eval,MAPPO,6,0.1021,0.0273,0.6314,0.0551,1690.6371,179.4523,0.5733,0.0324,0.0000,0.0000,0.0000
43,Tokyo_Large,eval,TamAlwaysAccept,6,0.0783,0.0287,0.6526,0.0422,1913.4779,383.1269,0.6001,0.0387,0.0000,0.0000,0.0000
43,Tokyo_Large,eval,Greedy,6,0.0192,0.0090,0.6010,0.0486,1997.7500,358.4028,0.5604,0.0413,0.0000,0.0000,0.0000
43,Tokyo_Large,eval,Random,6,0.0314,0.0084,0.5627,0.0382,2162.8945,247.5275,0.6303,0.0449,0.0000,0.0000,0.0000
43,Tokyo_Large,eval,InsertionGreedy,6,0.0667,0.0229,0.6114,0.0420,1780.2637,216.8798,0.5132,0.0622,0.0000,0.0000,0.0000
42,Tokyo_Small,train,MAPPO,60,0.2036,0.0280,0.3640,0.0345,1212.7605,138.3900,0.6744,0.0342,0.0138,1.8269,0.3588
42,Tokyo_Medium,train,MAPPO,60,0.1565,0.0302,0.4822,0.0397,1575.5157,160.8198,0.6237,0.0491,0.0040,14.3188,0.3401
42,Kyoto_Small,train,MAPPO,60,0.2321,0.0295,0.3905,0.0374,1175.7662,126.4876,0.6817,0.0320,-0.0013,1.4817,0.3608
42,Kyoto_Medium,train,MAPPO,60,0.1536,0.0264,0.4798,0.0482,1622.2229,212.7746,0.6225,0.0396,-0.0107,9.4670,0.3367
42,LosAngeles_Small,train,MAPPO,60,0.2256,0.0335,0.3850,0.0406,1172.8822,126.5884,0.6843,0.0252,-0.0048,1.6368,0.3567
42,LosAngeles_Medium,train,MAPPO,60,0.1545,0.0294,0.4782,0.0451,1621.1344,174.7407,0.6286,0.0321,-0.0092,11.4912,0.3334
42,Tokyo_Small,eval,MAPPO,9,0.2091,0.0273,0.3677,0.0260,1237.5322,183.4166,0.6879,0.0218,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,TamAlwaysAccept,9,0.2153,0.0304,0.3799,0.0362,1150.2177,106.9243,0.6777,0.0346,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Greedy,9,0.1279,0.0182,0.3024,0.0219,1580.2544,75.1567,0.7155,0.0118,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Random,9,0.1193,0.0111,0.2746,0.0160,1605.5339,110.5835,0.7203,0.0135,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,InsertionGreedy,9,0.1358,0.0202,0.3013,0.0270,1434.2856,170.8774,0.7054,0.0229,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPO,9,0.1500,0.0165,0.4751,0.0178,1603.6671,99.7183,0.6246,0.0214,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,TamAlwaysAccept,9,0.1558,0.0265,0.4828,0.0499,1518.0963,154.3413,0.6017,0.0253,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,Greedy,9,0.0836,0.0200,0.4251,0.0591,2013.2402,196.3603,0.6747,0.0237,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,Random,9,0.0802,0.0150,0.4003,0.0249,1976.8179,221.1434,0.6865,0.0211,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,InsertionGreedy,9,0.0802,0.0197,0.3932,0.0409,1728.3209,311.5173,0.6472,0.0475,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,MAPPO,9,0.2174,0.0166,0.3691,0.0200,1237.3635,102.7702,0.6919,0.0242,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,TamAlwaysAccept,9,0.2457,0.0320,0.4048,0.0390,1200.9563,134.9738,0.6972,0.0237,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,Greedy,9,0.1431,0.0161,0.3086,0.0295,1590.9860,65.6552,0.7220,0.0121,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,Random,9,0.1321,0.0169,0.2851,0.0180,1536.2764,112.8368,0.7223,0.0138,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,InsertionGreedy,9,0.1429,0.0164,0.3077,0.0262,1366.0215,175.3455,0.7049,0.0247,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,MAPPO,9,0.1599,0.0220,0.5018,0.0448,1502.7231,243.6727,0.5894,0.0538,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,TamAlwaysAccept,9,0.1763,0.0419,0.4980,0.0571,1610.2129,132.2867,0.6293,0.0230,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,Greedy,9,0.0858,0.0195,0.3939,0.0422,1892.0493,87.6416,0.6800,0.0227,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,Random,9,0.0960,0.0109,0.4292,0.0305,1888.5725,84.1508,0.6699,0.0192,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,InsertionGreedy,9,0.1097,0.0176,0.4405,0.0419,1533.8710,250.7555,0.6443,0.0369,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,MAPPO,9,0.2240,0.0305,0.3809,0.0356,1206.6731,165.4984,0.6865,0.0228,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,TamAlwaysAccept,9,0.2284,0.0256,0.3834,0.0318,1048.7521,105.9783,0.6833,0.0240,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,Greedy,9,0.1415,0.0195,0.3133,0.0238,1579.7887,104.2363,0.7197,0.0113,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,Random,9,0.1392,0.0185,0.2981,0.0278,1546.5546,74.7490,0.7325,0.0086,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,InsertionGreedy,9,0.1377,0.0211,0.2989,0.0294,1466.6725,151.2297,0.7060,0.0221,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,MAPPO,9,0.1604,0.0200,0.4688,0.0289,1637.3060,132.1535,0.6438,0.0424,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,TamAlwaysAccept,9,0.1668,0.0291,0.5052,0.0455,1554.4318,99.0591,0.6111,0.0412,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,Greedy,9,0.0853,0.0131,0.4104,0.0490,1960.3123,215.2092,0.6775,0.0180,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,Random,9,0.0934,0.0238,0.4256,0.0319,1927.9481,137.8931,0.6922,0.0174,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,InsertionGreedy,9,0.0985,0.0204,0.4184,0.0418,1676.4098,319.2536,0.6585,0.0251,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,MAPPO,3,0.0603,0.0206,0.5925,0.0171,1612.1500,52.8762,0.5468,0.0582,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,TamAlwaysAccept,3,0.0794,0.0172,0.5637,0.0110,1712.2975,189.2845,0.6126,0.0369,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,InsertionGreedy,3,0.0542,0.0174,0.6242,0.0753,1478.6416,177.3067,0.5460,0.0210,0.0000,0.0000,0.0000
42,Fukuoka,generalize,MAPPO,3,0.0773,0.0385,0.6168,0.0349,1596.1693,242.4062,0.5509,0.0300,0.0000,0.0000,0.0000
42,Fukuoka,generalize,TamAlwaysAccept,3,0.1216,0.0208,0.6589,0.0365,1661.6078,16.8113,0.6039,0.0285,0.0000,0.0000,0.0000
42,Fukuoka,generalize,InsertionGreedy,3,0.0713,0.0141,0.6348,0.0618,1589.9048,128.5749,0.5678,0.0446,0.0000,0.0000,0.0000
42,NewYork,generalize,MAPPO,3,0.0815,0.0502,0.5915,0.0769,1815.8170,389.5164,0.5884,0.0526,0.0000,0.0000,0.0000
42,NewYork,generalize,TamAlwaysAccept,3,0.0839,0.0112,0.5995,0.0559,1853.0814,321.2396,0.6171,0.0244,0.0000,0.0000,0.0000
42,NewYork,generalize,InsertionGreedy,3,0.0763,0.0266,0.6395,0.0178,1542.4784,77.2815,0.5523,0.0486,0.0000,0.0000,0.0000
42,Paris,generalize,MAPPO,3,0.1861,0.0637,0.5258,0.0912,1637.2152,340.7715,0.6374,0.0426,0.0000,0.0000,0.0000
42,Paris,generalize,TamAlwaysAccept,3,0.1495,0.0380,0.4766,0.0565,1547.1776,208.0637,0.6327,0.0360,0.0000,0.0000,0.0000
42,Paris,generalize,InsertionGreedy,3,0.0859,0.0259,0.4217,0.0557,1474.8888,177.4537,0.6466,0.0232,0.0000,0.0000,0.0000
42,London,generalize,MAPPO,3,0.1262,0.0496,0.6818,0.0462,1841.5729,245.2133,0.6319,0.0224,0.0000,0.0000,0.0000
42,London,generalize,TamAlwaysAccept,3,0.1688,0.0212,0.7330,0.0398,1634.5074,46.8702,0.5996,0.0084,0.0000,0.0000,0.0000
42,London,generalize,InsertionGreedy,3,0.0792,0.0134,0.6483,0.0358,1397.7858,117.8585,0.5402,0.0231,0.0000,0.0000,0.0000
42,Tokyo_Small,train,MAPPER,60,0.4112,0.0732,0.9482,0.0237,905.5734,118.9963,0.3639,0.1231,0.9658,0.0208,283.5922,38.1103,0.0034,11.8678,0.6521
42,Tokyo_Small,train,FaithfulMAPPER,60,0.4127,0.0687,0.9367,0.0263,925.4414,125.8233,0.3532,0.1135,0.9681,0.0193,289.3212,40.6548,-0.0050,10.9993,0.6659
42,Tokyo_Medium,train,MAPPER,60,0.3953,0.0994,0.8921,0.0466,1339.8865,181.2200,0.3152,0.1111,0.9172,0.0505,501.5919,62.8984,-0.0066,18.8047,0.6481
42,Tokyo_Medium,train,FaithfulMAPPER,60,0.3998,0.0864,0.8852,0.0470,1286.1079,121.7855,0.2883,0.0847,0.9222,0.0380,486.4746,71.1954,0.0014,20.1537,0.6638
42,Kyoto_Small,train,MAPPER,60,0.4538,0.0950,0.9595,0.0201,861.8060,104.2757,0.3167,0.1146,0.9699,0.0175,275.9838,34.4144,0.0023,11.2013,0.6499
42,Kyoto_Small,train,FaithfulMAPPER,60,0.4430,0.0713,0.9616,0.0207,873.2526,124.2856,0.3188,0.1012,0.9704,0.0188,271.0304,34.6554,0.0012,11.6804,0.6650
42,Kyoto_Medium,train,MAPPER,60,0.3542,0.1032,0.9130,0.0314,1401.6790,226.5390,0.3521,0.0889,0.9285,0.0313,506.0040,107.5396,0.0041,24.6808,0.6484
42,Kyoto_Medium,train,FaithfulMAPPER,60,0.3413,0.0924,0.8905,0.0513,1347.1204,150.2843,0.3077,0.1020,0.9166,0.0371,501.2704,72.6819,0.0003,27.0811,0.6631
42,LosAngeles_Small,train,MAPPER,60,0.3921,0.0942,0.9552,0.0207,910.6732,128.7299,0.2569,0.1179,0.9632,0.0260,281.6138,41.6317,-0.0009,14.6512,0.6466
42,LosAngeles_Small,train,FaithfulMAPPER,60,0.3840,0.0925,0.9505,0.0221,873.2720,127.9109,0.2516,0.1326,0.9689,0.0183,274.1317,36.1011,0.0060,14.9603,0.6630
42,LosAngeles_Medium,train,MAPPER,60,0.3514,0.0854,0.8891,0.0373,1396.1519,144.6147,0.3348,0.0845,0.9297,0.0313,528.7472,76.0624,0.0007,23.3986,0.6449
42,LosAngeles_Medium,train,FaithfulMAPPER,60,0.3568,0.0814,0.8913,0.0410,1387.9994,167.5944,0.3262,0.1012,0.9102,0.0402,526.6066,65.9746,0.0003,24.0799,0.6616
42,Tokyo_Small,eval,MAPPO,5,0.4011,0.0967,0.9237,0.0308,894.1653,205.3695,0.5358,0.0196,0.9528,0.0236,269.1585,12.2429,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,MAPPER,5,0.4346,0.0238,0.9441,0.0154,868.0970,99.0627,0.4680,0.0521,0.9554,0.0220,283.9639,37.3385,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,FaithfulMAPPER,5,0.5053,0.0858,0.9573,0.0149,807.8808,134.6665,0.4525,0.1028,0.9736,0.0098,267.9772,54.9457,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,TamAlwaysAccept,5,0.4504,0.0704,0.9451,0.0164,967.1602,134.8424,0.4067,0.0058,0.9779,0.0108,301.7777,36.4289,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPO,5,0.1732,0.0889,0.8217,0.0472,1715.2461,162.8112,0.3130,0.1324,0.8325,0.0776,524.9420,60.7193,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPER,5,0.4013,0.1016,0.9106,0.0264,1415.4117,224.4077,0.4017,0.0738,0.9284,0.0388,496.8019,83.8219,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,FaithfulMAPPER,5,0.4572,0.0731,0.8937,0.0655,1390.7566,169.0946,0.4300,0.0611,0.9368,0.0233,507.6519,49.6143,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,TamAlwaysAccept,5,0.4418,0.1021,0.9034,0.0273,1314.4060,126.0217,0.3843,0.0791,0.9271,0.0241,486.5921,40.9341,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,MAPPO,5,0.4267,0.1331,0.9364,0.0355,788.6872,70.3345,0.5108,0.0718,0.9494,0.0173,262.3037,8.3246,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,MAPPER,5,0.3824,0.0763,0.9546,0.0165,978.3742,198.4509,0.4097,0.0594,0.9618,0.0179,283.5828,41.5734,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,FaithfulMAPPER,5,0.4621,0.0871,0.9597,0.0207,787.8175,52.0073,0.4423,0.0936,0.9651,0.0143,267.0710,27.7335,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,TamAlwaysAccept,5,0.4326,0.0734,0.9745,0.0122,822.0336,86.4320,0.3795,0.0774,0.9697,0.0195,270.1428,12.7700,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,MAPPO,5,0.0582,0.0298,0.8309,0.0236,1734.3750,293.1967,0.1342,0.0450,0.8365,0.0250,547.0333,318.3710,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,MAPPER,5,0.1121,0.0514,0.8896,0.0308,1722.2086,287.9831,0.2712,0.0935,0.8709,0.0400,492.7431,55.5640,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,FaithfulMAPPER,5,0.2579,0.0451,0.9006,0.0345,1344.1486,172.7510,0.4256,0.0955,0.9159,0.0435,447.9152,66.4549,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,TamAlwaysAccept,5,0.3178,0.0941,0.8835,0.0677,1356.0150,261.1907,0.4440,0.0226,0.9205,0.0318,541.4994,137.0333,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,MAPPO,5,0.2919,0.1077,0.9459,0.0212,992.8893,175.5755,0.4297,0.1094,0.9513,0.0362,272.7094,26.9147,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,MAPPER,5,0.4570,0.0513,0.9543,0.0186,905.9899,98.9139,0.4579,0.1077,0.9667,0.0168,265.8362,9.4820,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,FaithfulMAPPER,5,0.4516,0.0737,0.9529,0.0129,852.1464,96.5541,0.4338,0.0387,0.9607,0.0201,268.5277,31.4557,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,TamAlwaysAccept,5,0.4602,0.0388,0.9408,0.0170,864.7656,98.5347,0.4829,0.0642,0.9774,0.0114,276.2991,22.2403,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,MAPPO,5,0.2475,0.0777,0.9068,0.0424,1639.5986,201.4008,0.3982,0.0693,0.9017,0.0362,537.1434,22.4451,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,MAPPER,5,0.3395,0.0241,0.8898,0.0345,1458.1814,147.7496,0.3742,0.0707,0.9237,0.0375,582.8625,13.0486,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,FaithfulMAPPER,5,0.4392,0.0888,0.9046,0.0378,1323.4225,300.3256,0.3621,0.0426,0.9532,0.0171,497.4593,81.3829,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,TamAlwaysAccept,5,0.4016,0.0326,0.8561,0.0353,1419.6084,65.1047,0.4211,0.0792,0.9023,0.0417,543.9619,70.7534,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,MAPPO,5,0.3620,0.0535,0.9490,0.0180,1020.2160,154.5574,0.2726,0.0570,0.9605,0.0129,291.5965,22.3981,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,MAPPER,5,0.3849,0.0532,0.9515,0.0231,956.4774,160.6932,0.3428,0.0394,0.9681,0.0122,315.3762,44.7580,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,FaithfulMAPPER,5,0.4722,0.0846,0.9413,0.0341,842.3802,108.3962,0.3238,0.0403,0.9749,0.0119,292.6281,29.3218,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,TamAlwaysAccept,5,0.4230,0.1013,0.9475,0.0351,922.2754,92.7280,0.2815,0.0252,0.9689,0.0093,304.3527,31.3043,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,MAPPO,5,0.4941,0.0710,0.9072,0.0203,1189.7073,118.8627,0.2392,0.0623,0.9074,0.0182,490.8754,54.2306,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,MAPPER,5,0.4221,0.1017,0.8927,0.0385,1335.8708,206.0695,0.2445,0.0413,0.9418,0.0242,522.0151,43.1860,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,FaithfulMAPPER,5,0.4265,0.0709,0.8840,0.0323,1302.5787,160.5263,0.2172,0.0707,0.9202,0.0671,516.9741,43.7321,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,TamAlwaysAccept,5,0.4766,0.0818,0.8857,0.0259,1255.8368,107.1813,0.1708,0.0696,0.9153,0.0339,465.4203,41.9745,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,MAPPO,5,0.4905,0.0647,0.9521,0.0175,826.8293,53.3810,0.2054,0.0716,0.9697,0.0209,267.7995,36.7428,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,MAPPER,5,0.4271,0.0926,0.9585,0.0135,891.2728,29.6335,0.2924,0.1004,0.9631,0.0249,282.8619,19.9322,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,FaithfulMAPPER,5,0.4213,0.0636,0.9661,0.0158,927.1838,178.1119,0.1687,0.0350,0.9790,0.0152,266.4874,39.2830,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,TamAlwaysAccept,5,0.4789,0.0419,0.9464,0.0280,830.1754,51.1482,0.1711,0.0561,0.9680,0.0233,280.8185,49.6750,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,MAPPO,5,0.3229,0.0545,0.8892,0.0337,1344.4758,130.0943,0.3312,0.0355,0.9007,0.0258,490.8801,64.0152,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,MAPPER,5,0.3017,0.0666,0.8998,0.0237,1355.3965,59.2068,0.3127,0.0301,0.9452,0.0139,498.0252,15.5771,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,FaithfulMAPPER,5,0.3188,0.0731,0.9283,0.0454,1459.5345,96.5187,0.2658,0.0390,0.9156,0.0237,576.4904,47.1593,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,TamAlwaysAccept,5,0.3922,0.0522,0.9209,0.0235,1334.7256,130.9895,0.2624,0.0324,0.9305,0.0177,453.4551,50.5982,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,MAPPO,5,0.4432,0.0551,0.9440,0.0265,933.4459,80.5146,0.2849,0.0742,0.9701,0.0176,285.7548,13.5873,0.0000,0.0000,0.0000
